main_character,character,line_no,line_type,word,main_character_word
TRUE,Rufus,453,lines,billionaires,FALSE
TRUE,Lily,454,lines,cute,FALSE
TRUE,Lily,454,lines,washed,FALSE
TRUE,Lily,454,lines,band,FALSE
TRUE,Lily,454,lines,crappy,FALSE
TRUE,Lily,454,lines,called,FALSE
TRUE,Lily,454,lines,art,FALSE
TRUE,Lily,454,lines,gallery,FALSE
TRUE,Rufus,455,lines,settlements,FALSE
TRUE,Rufus,455,lines,mulitple,FALSE
TRUE,Rufus,455,lines,divorcés,FALSE
TRUE,Rufus,455,lines,sustain,FALSE
TRUE,Lily,456,lines,stay,FALSE
TRUE,Lily,456,lines,life,FALSE
TRUE,Lily,456,lines,rufus,TRUE
TRUE,Jenny,458,lines,serena,TRUE
TRUE,Jenny,458,lines,kiss,FALSE
TRUE,Jenny,458,lines,lips,FALSE
TRUE,Jenny,458,lines,family,FALSE
TRUE,Jenny,458,lines,cool,FALSE
TRUE,Dan,459,lines,listen,FALSE
TRUE,Dan,459,lines,late,FALSE
TRUE,Dan,462,lines,concert,FALSE
TRUE,Dan,462,lines,dad,FALSE
TRUE,Rufus,463,lines,uhm,FALSE
TRUE,Rufus,463,lines,rufus,TRUE
TRUE,Rufus,463,lines,jenny,TRUE
TRUE,Rufus,463,lines,walks,FALSE
TRUE,Rufus,464,lines,god,FALSE
TRUE,Rufus,464,lines,daughter,FALSE
TRUE,Rufus,464,lines,woman,FALSE
TRUE,Jenny,465,lines,dad,FALSE
TRUE,Jenny,465,lines,nice,FALSE
TRUE,Jenny,465,lines,sermon,FALSE
TRUE,Jenny,465,lines,passage,FALSE
TRUE,Jenny,465,lines,time,FALSE
TRUE,Rufus,466,lines,mother,FALSE
FALSE,Eleanor,469,lines,blair,TRUE
FALSE,Eleanor,469,lines,wearing,FALSE
FALSE,Eleanor,469,lines,dress,FALSE
FALSE,Eleanor,469,lines,left,FALSE
FALSE,Eleanor,469,lines,bed,FALSE
FALSE,Eleanor,471,lines,elegant,FALSE
FALSE,Eleanor,471,lines,choice,FALSE
TRUE,Blair,472,lines,care,FALSE
FALSE,Eleanor,473,lines,love,FALSE
FALSE,Eleanor,473,lines,blair,TRUE
FALSE,Eleanor,473,lines,beautiful,FALSE
FALSE,Eleanor,473,lines,thin,FALSE
FALSE,Eleanor,473,lines,happy,FALSE
TRUE,Blair,474,lines,guess,FALSE
TRUE,Blair,474,lines,time,FALSE
TRUE,Blair,474,lines,change,FALSE
FALSE,Eleanor,475,lines,product,FALSE
FALSE,Eleanor,475,lines,hair,FALSE
FALSE,Eleanor,475,lines,dry,FALSE
TRUE,Chuck,479,lines,newbie,FALSE
FALSE,Katy,480,lines,jenny,TRUE
FALSE,Katy,480,lines,humphrey,FALSE
FALSE,Katy,480,lines,freshman,FALSE
TRUE,Chuck,481,lines,love,FALSE
TRUE,Chuck,481,lines,freshman,FALSE
FALSE,Isabel,482,lines,fresh,FALSE
TRUE,Chuck,483,lines,gossip girl,TRUE
FALSE,Isabel,485,lines,mmh,FALSE
FALSE,Isabel,485,lines,till,FALSE
TRUE,Chuck,487,lines,chuck,TRUE
TRUE,Jenny,488,lines,uhm,FALSE
